abateram	20	19
abaterem	9	9
abateremos	4	4
abaterme	3	3
abaternos	4	3
abaterse	7	7
abaterá	5	5
abates	4	4
abatesse	3	3
abateste	3	3
abateu	84	73
abateuse	5	5
abati	7	7
abatida	68	61
abatidas	18	17
abatido	324	276
abatidos	108	97
abatimento	9	8
abatêla	5	5
abatêlo	39	34
abatêlos	16	14
abba	148	18
abbas	66	25
abberline	46	3
abbeville	6	6
abbey	126	38
abbiamo	3	3
abbie	20	6
abbot	88	22
abbotsford	3	3
abbott	131	51
abbotts	7	3
abbu	12	6
abby	1077	111
abc	150	88
abcdefg	3	3
abcesso	6	5
abcles	5	4
abdallah	27	5
abdel	31	8
abdi	26	7
abdica	7	7
abdicado	3	3
abdicam	4	4
abdicando	10	9
abdicar	48	47
abdicaram	5	4
abdicarmos	3	3
abdicação	8	6
abdicou	15	15
abdiquei	6	6
abdome	16	16
abdomem	10	10
abdomen	9	8
abdomens	6	6
abdominais	69	63
abdominal	63	51
abdomên	3	3
abdou	8	3
abdul	151	68
abdula	5	3
abdulaziz	4	3
abduljabbar	10	7
abdullah	48	27
abduzida	9	8
abduzidas	11	4
abduzido	22	20
abduzidos	8	6
abduziram	3	3
abdução	29	15
abduções	13	6
abdómen	5	4
abdômem	6	4
abdômen	120	94
abdômens	3	3
abe	436	120
abeba	3	3
abecedário	5	4
abed	22	9
abeiha	5	3
abel	304	61
abelardo	3	3
abelha	411	217
abelhas	459	238
abelhinha	20	14
abelhinhas	8	7
abelhuda	13	12
abelhudo	24	17
abencoe	14	6
abend	6	4
abenãoada	4	4
abenãoado	6	5
abenãoar	3	3
abenãoe	49	29
abenãoou	5	4
abençoa	92	70
abençoada	267	228
abençoadas	38	33
abençoado	422	321
abençoados	217	154
abençoai	20	17
abençoainos	3	3
abençoam	10	10
abençoame	11	9
abençoamos	11	10
abençoando	10	9
abençoanos	4	4
abençoar	107	92
abençoaram	15	14
abençoarei	5	4
abençoaremos	3	3
abençoaria	4	4
abençoarme	3	3
abençoará	23	19
abençoasse	7	7
abençoe	1766	1133
abençoei	7	7
abençoem	23	22
abençoeme	31	27
abençoenos	25	21
abençoeo	7	7
abençoes	6	6
abençoo	12	10
abençoou	99	94
abençou	3	3
abençoála	3	3
abençoálo	6	6
abençoálos	6	6
abençôe	11	11
abençôo	28	26
abençõe	42	32
abercrombie	23	15
aberdeen	33	19
abernathy	40	19
aberrante	12	9
aberrantes	5	5
aberraãão	12	9
aberração	450	313
aberrações	159	99
aberta	2791	2108
abertamente	310	256
abertas	570	515
aberto	2490	1934
abertos	1199	1019
abertura	871	651
aberturas	59	51
abestado	4	3
abestalhado	9	8
abeto	17	11
abetos	8	8
abgail	5	4
abhay	115	3
abhimanyu	52	5
abhishek	5	3
abi	114	14
abide	5	3
abigail	361	76
abigor	10	6
abilene	82	28
abilidade	18	12
abilidades	6	4
abilidoso	3	3
abin	41	5
abir	4	4
abismada	11	9
abismado	16	16
abismal	8	7
abismo	351	259
abismos	28	27
abissais	8	8
abissal	7	3
abissínia	6	6
abjeta	6	6
abjeto	7	7
abjetos	4	4
abjurar	6	4
ablação	4	4
able	69	16
ableman	31	3
ablução	6	4
abnegada	8	8
abnegado	19	13
abnegação	9	9
abner	57	21
abo	6	4
abobada	5	5
abobadado	7	7
abobadados	4	4
abobado	25	20
abobados	3	3
abobalhada	4	3
abobalhado	9	7
abobalhados	6	3
abobrinha	26	24
abobrinhas	19	12
aboca	10	7
abocanha	5	5
abocanhando	3	3
abocanhar	9	9
abocanhou	4	4
abolicionista	15	7
abolicionistas	15	7
abolida	21	21
abolidas	10	9
abolido	20	17
abolidos	5	5
abolindo	4	4
abolir	56	51
aboliram	7	7
aboliu	15	15
abolição	26	22
abomina	9	9
abominam	4	4
abominava	4	4
abominavel	5	4
abominavelmente	9	7
abominação	108	82
abominações	19	19
abomino	23	22
abomináveis	36	33
abominável	195	158
abominãvel	5	5
abonado	9	9
abono	15	14
abonos	7	4
aborda	23	23
abordada	14	13
abordadas	9	9
abordado	41	41
abordados	17	13
abordagem	357	267
abordagens	14	13
abordam	8	8
abordamos	21	19
abordando	22	19
abordar	166	146
abordaram	30	25
abordarei	4	4
abordarem	4	4
abordaremos	5	5
abordaria	3	3
abordarmos	4	4
abordava	3	3
aborde	13	13
abordei	10	10
abordem	4	4
abordo	43	37
abordou	51	50
abordála	8	8
abordálo	15	14
abordálos	5	5
aborrece	270	237
aborrecedor	7	7
aborrecela	3	3
aborrecelos	3	3
aborrecem	66	58
aborreceme	4	4
aborrecemos	7	7
aborrecendo	167	162
aborrecer	329	300
aborreceram	16	14
aborrecerei	11	11
aborrecerem	6	6
aborreceres	3	3
aborreceria	21	21
aborrecerme	9	9
aborrecerse	7	7
aborrecerte	7	6
aborrecerá	14	14
aborrecesse	8	8
aborrecete	3	3
aborreceu	108	103
aborreceume	3	3
aborreceuse	3	3
aborreci	36	34
aborrecia	26	24
aborreciam	5	5
aborrecida	345	291
aborrecidas	40	33
aborrecido	583	480
aborrecidos	69	67
aborrecimento	110	107
aborrecimentos	35	34
aborrecêla	37	36
aborrecêlo	45	43
aborrecêlos	7	7
aborreãa	5	5
aborreça	226	207
aborreçam	20	18
aborreças	9	6
aborreço	46	43
aborreçome	4	4
aborta	5	5
abortada	24	22
abortado	38	33
abortados	14	8
abortam	3	3
abortamos	3	3
abortando	15	11
abortar	336	198
abortaram	5	5
abortarem	6	5
abortaremos	3	3
abortasse	8	8
aborte	31	27
abortei	12	11
abortem	25	18
aborto	494	288
abortos	67	57
abortou	39	35
abortálo	3	3
aborígene	22	12
aborígenes	43	24
aborígine	16	11
aborígines	34	18
abotoa	11	11
abotoada	3	3
abotoado	10	10
abotoados	3	3
abotoadura	14	10
abotoaduras	53	45
abotoar	41	37
abotoe	33	31
abotoese	5	5
abotoou	10	9
abou	43	9
about	176	100
above	28	28
abr	8	7
abra	7886	4008
abraa	59	53
abraas	3	3
abracadabra	70	57
abrace	290	229
abracea	17	14
abracei	55	51
abracem	25	22
abraceme	143	104
abracemos	5	5
abracemse	10	8
abraceo	8	8
abraces	5	5
abracinho	4	3
abraco	9	4
abracurcix	8	3
abraham	328	163
abrahams	91	7
abram	1918	1234
abrame	7	6
abramna	8	7
abramnas	3	3
abramno	9	9
abramos	6	6
abramovich	4	3
abrams	27	14
abranda	35	31
abrandada	3	3
abrandado	3	3
abrandamento	6	6
abrandando	9	9
abrandar	75	63
abrandará	4	4
abrande	17	11
abrandem	5	3
abrandou	9	9
abrandála	3	3
abrandálo	4	4
abrange	38	38
abrangem	4	4
abrangendo	14	14
abrangente	45	41
abrangentes	7	6
abranger	8	8
abrangeria	3	3
abrangerá	3	3
abrangia	4	4
abrangido	6	6
abrangidos	7	6
abrangência	4	4
abrao	89	76
abraos	31	27
abras	24	22
abrasador	22	17
abrasadoras	5	5
abrasar	7	7
abrase	16	13
abrasivo	7	6
abrasão	10	9
abrasões	11	10
abrate	6	6
abraxas	14	4
abraãa	3	3
abraãar	16	14
abraão	245	107
abraãos	9	7
abraãou	11	9
abraça	210	169
abraçada	29	26
abraçadas	8	8
abraçadinhos	4	4
abraçado	71	59
abraçador	4	4
abraçados	37	34
abraçala	6	6
abraçam	34	33
abraçame	29	26
abraçamos	47	44
abraçamse	4	4
abraçando	146	133
abraçar	608	506
abraçaram	20	20
abraçarei	23	19
abraçarem	7	7
abraçaria	15	15
abraçarme	9	9
abraçarmos	4	4
abraçarte	12	9
abraçará	11	11
abraçarão	3	3
abraças	6	4
abraçasse	15	15
abraçassem	3	3
abraçava	33	32
abraçavam	8	8
abraçe	17	13
abraçeme	11	9
abraço	1112	846
abraços	171	155
abraçou	145	132
abraçoume	6	6
abraçála	102	88
abraçálas	4	4
abraçálo	87	76
abraçálos	19	15
abração	14	13
abre	2838	1858
abrea	24	20
abrealas	3	3
abrelatas	7	4
abrelhe	6	6
abrem	354	312
abreme	4	4
abremse	15	14
abrenos	5	4
abreo	15	11
abreos	5	4
abres	34	30
abrese	22	22
abrete	34	20
abrevia	3	3
abreviada	3	3
abreviado	10	10
abreviando	4	4
abreviar	34	33
abreviatura	18	18
abreviação	33	30
abreviações	3	3
abreviemos	3	3
abri	663	594
abria	140	126
abriam	30	29
abriamse	4	4
abriase	6	6
abricó	17	9
abridor	88	76
abridores	7	7
abriga	91	79
abrigada	15	14
abrigadas	3	3
abrigado	22	15
abrigados	16	15
abrigam	31	28
abrigamos	5	5
abrigamse	4	4
abrigando	25	25
abrigar	141	131
abrigaram	12	12
abrigarem	5	5
abrigarmos	4	4
abrigarse	8	6
abrigará	7	7
abrigate	4	3
abrigava	14	12
abrigavam	3	3
abrigo	1365	852
abrigos	175	132
abrigou	31	31
abrigouse	5	5
abrigue	8	8
abriguei	10	9
abriguemse	62	47
abriguese	10	8
abrigála	5	5
abrigálo	6	6
abrigálos	4	4
abrii	6	5
abril	1186	727
abrila	151	137
abrilas	25	25
abrilhantado	3	3
abrilhantar	3	3
abrilhe	3	3
abrilo	137	127
abrilos	50	44
abrimos	351	323
abrindo	714	612
abrindoa	7	7
abrindoo	3	3
abrindose	6	6
abrir	6483	4130
abrira	7	7
abriram	411	377
abriramna	3	3
abriramse	6	5
abrirei	127	121
abrirem	120	117
abriremos	127	114
abrires	9	9
abriria	104	103
abririam	14	13
abrirlhe	11	11
abrirme	6	6
abrirmos	76	71
abrirnos	3	3
abrirse	26	25
abrirseá	6	3
abrirá	210	198
abrirás	5	4
abrirã	7	6
abrirão	84	79
abriríamos	4	4
abris	3	3
abrisse	121	119
abrissem	22	22
abriste	27	23
abriu	1799	1446
abriua	6	6
abriulhe	3	3
abriume	11	10
abriuo	4	4
abriuse	34	34
abrll	8	7
abrlr	7	6
abro	446	411
abromowitz	4	3
abrote	6	6
abrupta	20	19
abruptamente	47	44
abruptas	5	5
abrupto	24	22
abruptos	4	4
abruzzi	24	9
abruzzo	7	3
abrámov	4	4
abrão	7	6
abrí	5	5
abríamos	12	12
abríla	29	28
abrílas	3	3
abrílo	13	13
abrír	6	4
abríssemos	12	12
abs	28	14
abscesso	13	11
abscessos	4	4
absenteísmo	4	3
absentia	3	3
absinto	88	48
absintos	9	4
absoiuta	13	11
absoiutamente	26	21
absoiuto	6	5
absolon	27	3
absolument	5	5
absolut	13	6
absoluta	804	706
absolutamente	3382	2278
absolutas	20	19
absolutista	4	3
absoluto	644	526
absolutos	19	18
absolva	8	7
absolvam	7	7
absolve	15	15
absolvemos	3	3
absolver	26	25
absolveram	7	7
absolverei	4	4
absolverá	4	4
absolveu	17	16
absolvida	22	18
absolvido	104	86
absolvidos	17	16
absolvição	90	78
absolvições	3	3
absolvo	44	36
absolvêlo	9	8
absolvêlos	3	3
absorta	8	8
absorto	15	14
absortos	9	9
absorva	15	15
absorve	95	90
absorvedores	4	3
absorvem	34	33
absorvemos	6	5
absorvendo	51	47
absorvente	57	48
absorventes	36	28
absorveo	4	4
absorver	154	143
absorveram	10	10
absorverá	8	7
absorveu	46	42
absorvi	11	11
absorvia	8	6
absorviam	4	3
absorvida	36	33
absorvidas	11	11
absorvido	76	70
absorvidos	16	16
absorvo	8	8
absorvêlas	3	3
absorvêlo	4	4
absorção	33	31
abstendo	5	5
abstenha	4	4
abstenham	3	3
abstenhase	3	3
abstenho	4	4
abstenção	20	12
abstenções	5	4
abster	24	20
absterme	4	4
absterse	14	13
abstinente	3	3
abstinência	98	71
abstivéssemos	3	3
abstracto	8	8
abstrata	49	38
abstratamente	4	4
abstratas	20	18
abstrato	68	53
abstratos	17	13
abstração	29	23
abstrações	8	8
abstém	10	9
abstêm	4	4
abstêmio	21	19
abstêmios	3	3
absurda	280	254
absurdamente	41	38
absurdas	93	88
absurdo	1438	1115
absurdos	109	97
abu	232	62
abuela	3	3
abul	9	3
abunda	10	10
abundam	14	13
abundancia	13	9
abundante	143	108
abundantemente	14	12
abundantes	72	61
abundavam	8	7
abundância	245	203
abundãncia	19	8
abusa	59	57
abusada	46	43
abusadas	24	19
abusado	101	92
abusador	10	9
abusadores	27	4
abusados	32	27
abusam	29	28
abusamos	9	8
abusando	99	86
abusar	225	208
abusaram	27	27
abusarei	4	4
abusarem	11	11
abusaria	4	4
abusasse	6	6
abusava	23	21
abusavam	7	7
abuse	95	92
abusei	33	32
abusem	8	8
abuses	10	10
abusiva	22	18
abusivas	11	10
abusivo	33	25
abusivos	10	9
abuso	491	355
abusos	142	112
abusou	100	91
abutre	168	105
abutres	205	159
aby	72	4
abãbora	9	6
abóbada	65	32
abóbadas	14	10
abóboda	4	4
abóbora	361	142
abóboras	94	43
ac	393	179
aca	22	9
acaba	4682	3233
acabada	317	290
acabadas	19	19
acabadinha	5	4
acabado	3192	2404
acabados	246	217
acabam	922	828
acabamento	76	65
acabamentos	15	13
acabamme	5	5
acabamos	2304	1892
acabamse	8	8
acabando	1199	1036
acabar	10077	5598
acabara	107	95
acabaram	1737	1502
acabaramse	103	93
acabarcom	5	5
acabarei	182	167
acabarem	199	191
acabaremos	192	175
acabares	24	21
acabaria	470	444
acabariam	73	70
acabarmos	173	167
acabarse	5	5
acabará	850	754
acabarás	15	15
acabarã	21	16
acabarão	172	166
acabaríamos	45	42
acabas	61	53
acabase	30	28
acabasse	200	195
acabassem	27	27
acabaste	153	122
acabava	196	183
acabavam	35	35
acabdo	4	3
acabe	1647	1314
acabei	5561	3714
acabeio	3	3
acabem	399	341
acabemos	85	81
acabes	7	7
acabeça	3	3
acabo	1953	1537
acabose	3	3
acabou	16203	7354
acabouse	467	357
acabála	14	12
acabálo	14	13
acabámos	103	92
acabássemos	7	7
acabávamos	22	20
acacia	4	4
academia	1338	717
academias	37	30
academicamente	15	14
academico	4	4
academicos	4	3
academla	3	3
academy	38	27
acadia	4	3
académica	5	5
académico	7	6
académicos	3	3
acadêmia	10	6
acadêmica	129	90
acadêmicas	18	18
acadêmico	156	126
acadêmicos	98	78
acaimar	10	10
acaime	5	5
acaimemse	5	4
acaimese	45	25
acalentado	5	4
acalentar	4	4
acalente	4	3
acalma	277	242
acalmada	5	5
acalmado	23	23
acalmaivos	10	7
acalmalo	6	6
acalmam	36	31
acalmame	3	3
acalmamos	11	11
acalmando	31	30
acalmar	1344	1143
acalmaram	18	18
acalmarei	12	10
acalmarem	58	55
acalmaria	16	16
acalmarlhe	3	3
acalmarme	12	9
acalmarmos	6	6
acalmarnos	3	3
acalmarse	34	32
acalmarte	4	4
acalmará	41	41
acalmarão	7	6
acalmas	8	7
acalmase	50	43
acalmasse	13	13
acalmassem	4	4
acalmate	205	140
acalmava	18	18
acalme	714	558
acalmea	6	6
acalmei	30	30
acalmem	81	76
acalmemno	3	3
acalmemos	4	4
acalmemse	435	359
acalmense	4	4
acalmeo	8	6
acalmeos	5	4
acalmes	4	4
acalmese	3075	1960
acalmete	4	3
acalmo	20	20
acalmou	96	91
acalmouse	10	10
acalmáio	3	3
acalmála	60	59
acalmálas	4	4
acalmálo	65	62
acalmálos	29	27
acalmãla	3	3
acalorada	8	8
acaloradas	3	3
acalorado	9	9
acalorados	3	3
acamada	7	6
acamado	14	13
acamados	3	3
acampa	12	12
acampada	9	9
acampadas	6	6
acampado	32	32
acampados	50	43
acampam	3	3
acampamento	2333	984
acampamentos	143	121
acampamos	42	38
acampando	59	58
acampar	426	295
acamparam	19	18
acamparem	3	3
acamparemos	53	44
acamparmos	9	9
acampasse	3	3
acampaste	3	3
acampavam	4	4
acampe	3	3
acampei	9	9
acampem	9	9
acampemos	3	3
acampo	10	10
acampou	30	24
acampávamos	4	4
acanhada	14	13
acanhado	23	22
acanhados	4	4
acanhamento	4	4
acanhar	4	4
acanhe	25	24
acanhem	4	4
acapulco	96	48
acareação	15	7
acaricia	71	65
acariciada	9	9
acariciadas	5	4
acariciado	11	11
acaricialhe	3	3
acariciam	17	17
acariciame	4	4
acariciamos	4	4
acariciando	66	60
acariciar	116	100
acariciaram	4	4
acariciarem	5	5
acariciarme	3	3
acariciarte	4	4
acariciasse	8	8
acariciava	25	24
acaricie	45	39
acariciea	7	3
acariciei	18	18
acariciem	6	6
acaricieme	5	5
acaricieo	3	3
acaricio	24	18
acariciou	38	35
acariciála	20	17
acariciálo	17	16
acarreta	14	14
acarretam	3	3
acarretar	6	5
acarretaria	4	4
acarretará	6	5
acarretou	3	3
acasa	3	3
acasala	5	5
acasalam	38	33
acasalamento	114	82
acasalamentos	4	4
acasalamse	5	4
acasalando	13	11
acasalar	61	50
acasalaram	3	3
acasalarem	15	14
acasalarse	7	6
acaso	3250	2342
acasos	5	5
acastanhado	3	3
acastus	36	4
acata	6	6
acatadas	3	3
acatar	30	29
acataram	3	3
acatarei	8	7
acatará	3	3
acate	4	4
acatei	4	4
acatou	4	4
acatálo	3	3
acautelar	8	6
acc	6	6
acceso	4	4
access	14	7
acciona	5	4
accionada	3	3
accionar	8	7
accionistas	19	10
accionou	4	4
accipient	12	12
accão	17	6
acdc	27	20
ace	346	62
acebolado	5	5
aceda	3	3
acede	3	3
aceder	38	30
acedeu	6	6
acedi	7	6
aceiere	3	3
aceita	2138	1613
aceitado	177	169
aceitai	8	6
aceitala	6	6
aceitalo	9	9
aceitam	336	312
aceitame	7	7
aceitamos	390	342
aceitamse	3	3
aceitando	201	187
aceitandoo	4	4
aceitao	22	14
aceitar	4185	2947
aceitara	5	5
aceitaram	240	220
aceitaramme	4	4
aceitarei	220	207
aceitarem	108	95
aceitaremos	56	49
aceitares	8	7
aceitaria	473	429
aceitariam	55	53
aceitarias	5	5
aceitarme	10	9
aceitarmos	56	54
aceitará	230	209
aceitarás	6	6
aceitarã	4	4
aceitarão	75	70
aceitaríamos	6	6
aceitas	175	158
aceitasse	148	141
aceitassem	27	27
aceitasses	3	3
aceitaste	19	14
aceitava	92	82
aceitavam	25	25
aceitaãão	5	5
aceitação	153	139
aceite	1390	1147
aceitea	14	11
aceiteas	3	3
aceitei	545	489
aceiteio	3	3
aceiteis	3	3
aceitem	118	114
aceiteme	25	19
aceitemno	3	3
aceitemos	21	21
aceitenos	5	5
aceiteo	40	28
aceites	24	21
aceito	2298	1708
aceitoo	8	8
aceitos	76	73
aceitote	5	4
aceitou	968	824
aceitoua	5	5
aceitoume	5	4
aceitouo	8	5
aceitáio	3	3
aceitála	108	103
aceitálas	18	18
aceitálo	154	140
aceitálos	16	15
aceitámos	3	3
aceitássemos	4	4
aceitávamos	4	4
aceitáveis	57	48
aceitável	283	251
aceitãlo	6	5
aceitãvel	7	7
acelarar	5	5
acelera	280	218
acelerada	50	45
aceleradamente	5	5
aceleradas	6	4
acelerado	202	131
acelerador	220	164
aceleradores	12	7
acelerados	15	13
aceleram	15	15
aceleramos	16	16
acelerando	112	98
acelerar	326	289
aceleraram	6	6
aceleraria	11	11
acelerarmos	5	4
acelerará	4	4
acelerasse	3	3
acelerassem	3	3
acelerava	9	9
aceleraãão	9	9
aceleração	134	106
acelere	205	158
acelerei	6	6
acelerem	29	24
acelero	5	5
acelerou	50	48
acelga	3	3
acena	59	53
acenado	3	3
acenam	8	8
acenamos	6	6
acenando	134	119
acenar	107	93
acenaram	8	6
acenaremos	3	3
acenaria	5	4
acenará	3	3
acenasse	3	3
acenava	14	14
acenavam	3	3
acenda	523	439
acendaa	3	3
acendam	114	99
acendame	3	3
acendao	10	8
acendas	5	5
acende	286	247
acendea	3	3
acendedor	23	20
acendem	55	48
acendeme	3	3
acendemos	45	45
acendendo	84	77
acendeo	8	7
acender	795	633
acenderam	49	45
acenderamse	5	5
acenderei	23	22
acenderem	8	8
acenderemos	21	21
acenderes	3	3
acenderia	6	6
acendermos	11	11
acenderse	6	5
acenderá	18	18
acenderão	11	8
acendese	6	6
acendesse	12	12
acendeu	187	154
acendeuse	4	4
acendi	64	64
acendia	15	13
acendiam	12	9
acendida	4	4
acendido	19	16
acendo	65	61
acendêla	11	10
acendêlo	20	18
acendêlos	4	4
acene	69	58
acenei	26	19
acenem	13	12
aceno	48	41
acenos	27	23
acenou	44	41
acento	68	51
acentos	21	21
acentua	9	9
acentuada	29	29
acentuadamente	3	3
acentuadas	11	10
acentuado	11	11
acentuados	5	5
acentuam	3	3
acentuar	13	13
acepipe	3	3
acerca	800	403
acercarse	4	4
acero	4	4
acerta	387	320
acertada	50	47
acertadamente	5	5
acertadas	12	11
acertado	351	321
acertados	37	36
acertalhe	12	9
acertalo	7	6
acertam	64	64
acertamos	198	175
acertando	109	105
acertar	1742	1364
acertara	4	4
acertaram	309	245
acertaramme	9	8
acertaramno	3	3
acertarei	39	38
acertarem	33	33
acertaremos	30	30
acertaria	27	27
acertariam	3	3
acertarlhe	8	8
acertarme	4	3
acertarmos	31	31
acertarse	3	3
acertará	35	35
acertarão	8	8
acertaríamos	4	4
acertas	11	10
acertasse	29	29
acertassem	3	3
acertaste	30	27
acertastelhe	5	4
acertava	37	36
acertavam	9	9
acerte	424	325
acertea	3	3
acertei	531	432
acerteilhe	11	9
acerteio	11	10
acertem	76	70
acerteme	10	8
acertemno	8	4
acertemos	5	4
acerteo	102	84
acerteos	7	6
acerto	314	276
acertos	54	47
acertou	1270	970
acertoulhe	10	10
acertoume	20	20
acertouo	10	9
acertáio	5	4
acertála	17	17
acertálo	93	89
acertálos	24	24
acertámos	5	5
acertãlo	7	6
acervo	22	19
aces	7	5
acesa	336	281
acesas	243	216
aceso	162	144
acesos	43	39
acessa	28	27
acessada	5	5
acessadas	3	3
acessado	11	11
acessamos	4	4
acessando	49	44
acessar	208	172
acessaram	5	3
acessaria	4	4
acessas	5	5
acesse	36	30
acessei	19	17
acessibilidade	5	5
acessivel	4	4
acesso	2017	1238
acessor	11	7
acessores	10	3
acessos	96	85
acessou	16	16
acessála	6	6
acessálo	15	13
acessálos	3	3
acessãrios	5	4
acessãveis	5	3
acessíveis	46	42
acessível	144	124
acessório	69	60
acessórios	199	169
acetileno	15	13
acetinado	3	3
acetona	32	19
acf	3	3
ach	31	20
acha	47974	9873
achada	112	104
achadas	32	30
achado	795	653
achados	155	131
achais	18	12
achala	19	16
achalo	26	23
achalos	8	8
acham	4369	3047
achame	26	26
achamme	7	7
achamno	5	5
achamos	2550	1904
achamse	16	15
achamte	3	3
achan	4	3
achando	1009	876
achandoo	3	3
achao	9	9
achaos	4	4
achaques	4	3
achar	8955	4897
achara	10	9
acharam	1424	1150
acharamna	5	5
acharamno	12	11
acharei	232	209
achareis	10	8
acharem	315	301
acharemos	332	300
achares	13	10
acharia	390	362
achariam	73	68
acharlhe	5	3
acharme	9	9
acharmos	289	256
acharse	4	4
acharte	3	3
achará	486	428
acharás	4	4
acharã	5	5
acharão	200	185
acharíamos	25	25
achas	1892	679
achase	38	35
achasme	8	8
achasse	277	258
achassem	53	51
achaste	72	62
achastes	4	4
achata	7	7
achatada	27	21
achatadas	5	5
achatado	33	33
achatados	17	11
achatar	3	3
achataram	4	4
achatei	3	3
achava	2499	1863
achavam	399	352
achavamos	17	16
achavamse	6	4
achavao	5	5
achavas	18	18
achavase	22	18
ache	1428	1192
achea	19	18
achei	13701	5859
acheia	25	23
acheias	8	8
acheio	44	41
acheios	6	6
acheite	4	4
achel	4	3
achem	287	264
acheme	9	7
achemno	19	15
